ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,TaxRateArea_CITY,house_type,pool,coordinates
90022,1231 S DUNCAN AVE  LOS ANGELES CA  90022,373907.0,1916,3,4,3,1957,20175246003005,2016-07-25,unincorporated,house,no,"(34.018175229999997, -118.17182086)"
90022,966 S FORD BLVD  LOS ANGELES CA  90022,194787.0,1033,1,2,1,1934,20175246005020,2016-07-20,unincorporated,house,no,"(34.021575399999996, -118.17133321999999)"
90022,958 S FORD BLVD  LOS ANGELES CA  90022,489000.0,1727,2,4,2,1930,20175246005021,2016-07-13,unincorporated,house,no,"(34.02166261, -118.17121792)"
90022,961 S MCBRIDE AVE  LOS ANGELES CA  90022,445000.0,595,1,1,1,1934,20175246006015,2016-07-29,unincorporated,house,no,"(34.021360319999999, -118.16975648)"
90022,1009 S MCDONNELL AVE  LOS ANGELES CA  90022,535000.0,1701,2,5,2,1948,20175246011002,2016-07-19,unincorporated,house,no,"(34.020704510000002, -118.16886613)"
90022,1236 S ARIZONA AVE  LOS ANGELES CA  90022,119916.0,2969,3,8,5,1975,20175246018013,2016-07-05,unincorporated,house,no,"(34.01727494, -118.16811332)"
90022,1222 S KERN AVE  LOS ANGELES CA  90022,219918.0,1681,2,4,3,1961,20175246023009,2016-07-11,unincorporated,house,no,"(34.017460190000001, -118.16681092)"
90022,4540 EAGLE ST  LOS ANGELES CA  90022,215387.0,816,1,2,1,1924,20175247009008,2016-07-28,unincorporated,house,no,"(34.029121359999998, -118.16797040000002)"
90022,614 S MCBRIDE AVE  LOS ANGELES CA  90022,669000.0,2388,2,5,2,1937,20175247015002,2016-07-19,unincorporated,house,no,"(34.027027080000003, -118.16741254999999)"
90022,632 S MCBRIDE AVE  LOS ANGELES CA  90022,285000.0,816,2,2,2,1922,20175247015006,2016-07-29,unincorporated,house,no,"(34.026495179999998, -118.16757355)"
90022,4623 E 6TH ST  LOS ANGELES CA  90022,345000.0,864,1,2,1,1928,20175247019014,2016-07-01,unincorporated,house,no,"(34.027120189999998, -118.16580352)"
90022,353 S LA VERNE AVE  LOS ANGELES CA  90022,324674.0,1104,1,3,2,1973,20175248002024,2016-07-29,unincorporated,house,no,"(34.031857469999999, -118.15937411)"
90022,340 S LA VERNE AVE  LOS ANGELES CA  90022,470000.0,2115,3,4,3,1960,20175248005006,2016-07-13,unincorporated,house,no,"(34.031984080000001, -118.15861932)"
90022,362 S LA VERNE AVE  LOS ANGELES CA  90022,50020.0,1704,2,4,2,1946,20175248005010,2016-07-08,unincorporated,house,no,"(34.031451529999998, -118.15878171999999)"
90022,5015 E 4TH ST  LOS ANGELES CA  90022,346718.0,1614,2,4,2,1972,20175248006021,2016-07-11,unincorporated,house,no,"(34.030229999999996, -118.15771626)"
90022,573 S LA VERNE AVE  LOS ANGELES CA  90022,199351.0,2019,4,5,4,1940,20175248019033,2016-07-07,unincorporated,house,no,"(34.026175070000001, -118.16100829999999)"
90640,319 SIMMONS AVE  MONTEBELLO CA  90640,422494.0,1761,1,2,2,1939,20175249008004,2016-07-14,unincorporated,house,no,"(34.02925656, -118.1431398)"
90640,821 BRADSHAWE ST  MONTEBELLO CA  90640,320000.0,970,1,2,1,1940,20175249011009,2016-07-20,MONTEBELLO ,house,no,"(34.031289809999997, -118.14117837000001)"
91754,2058 VANCOUVER AVE  MONTEREY PARK CA  91754,485000.0,1393,1,3,2,1950,20175251006003,2016-07-27,MONTEREY PARK,house,no,"(34.042173429999998, -118.15643000999999)"
91754,2041 VANCOUVER AVE  MONTEREY PARK CA  91754,222919.0,1107,1,3,1,1950,20175251007014,2016-07-22,MONTEREY PARK,house,no,"(34.042719959999999, -118.15697808)"
91754,2354 WOODS AVE  MONTEREY PARK CA  91754,417180.0,880,1,2,1,1950,20175251013006,2016-07-25,MONTEREY PARK,house,no,"(34.038863820000003, -118.15561006999999)"
91754,2385 SCHOOLSIDE AVE  MONTEREY PARK CA  91754,622468.0,1768,2,4,2,1948,20175251019001,2016-07-20,MONTEREY PARK,house,no,"(34.038593830000003, -118.15155206999999)"
91754,2317 BLEAKWOOD AVE  MONTEREY PARK CA  91754,342286.0,1102,1,3,1,1950,20175251020008,2016-07-21,MONTEREY PARK,house,no,"(34.040177110000002, -118.15527691)"
91754,2325 COLLEGIAN AVE  MONTEREY PARK CA  91754,590505.0,1768,2,4,2,1947,20175251028012,2016-07-05,MONTEREY PARK,house,no,"(34.037478569999998, -118.14876824)"
91754,2442 SHERBROOK AVE  MONTEREY PARK CA  91754,808081.0,2615,3,6,4,1961,20175251030001,2016-07-21,MONTEREY PARK,house,no,"(34.036949900000003, -118.15213792)"
91754,701 BARNUM WAY  MONTEREY PARK CA  91754,960000.0,2376,1,4,3,1979,20175252001046,2016-07-15,MONTEREY PARK,house,no,"(34.056112929999998, -118.14382943)"
91754,1136 N RIDGE PL  MONTEREY PARK CA  91754,90365.0,1370,1,2,2,1959,20175252030002,2016-07-06,MONTEREY PARK,house,no,"(34.049742289999998, -118.15004166)"
91754,827 BARNUM WAY  MONTEREY PARK CA  91754,905412.0,3021,1,3,3,1978,20175252033016,2016-07-15,MONTEREY PARK,house,no,"(34.052944609999997, -118.14908518999999)"
91754,797 RIDGECREST ST  MONTEREY PARK CA  91754,213992.0,2997,1,5,3,1970,20175252041015,2016-07-06,MONTEREY PARK,house,no,"(34.05349202, -118.14423377999999)"
91754,806 RIDGECREST ST  MONTEREY PARK CA  91754,1360680.0,4681,1,5,5,1973,20175252043015,2016-07-20,MONTEREY PARK,house,no,"(34.052682539999999, -118.14416995000001)"
91754,1027 DE LA FUENTE ST  MONTEREY PARK CA  91754,1018000.0,2995,1,4,4,2010,20175253006015,2016-07-07,MONTEREY PARK,house,no,"(34.049245730000003, -118.14059632)"
91754,"1301 S ATLANTIC BLVD, NO 213  MONTEREY PARK CA  91754",162915.0,1146,1,2,2,1968,20175253009042,2016-07-20,MONTEREY PARK,condo,no,"(34.04732001, -118.14071448)"
91754,"1301 S ATLANTIC BLVD, NO 528  MONTEREY PARK CA  91754",220322.0,1136,1,2,2,1968,20175253009112,2016-07-20,MONTEREY PARK,condo,no,"(34.04732001, -118.14071448)"
91754,"1301 S ATLANTIC BLVD, NO 301  MONTEREY PARK CA  91754",321020.0,1146,1,2,2,1968,20175253009131,2016-07-11,MONTEREY PARK,condo,no,"(34.04732001, -118.14071448)"
91754,1532 DELL DR  MONTEREY PARK CA  91754,612000.0,1331,1,3,2,1956,20175253022001,2016-07-22,MONTEREY PARK,house,no,"(34.044731460000001, -118.14479383)"
91754,1400 COLLEGE VIEW DR  MONTEREY PARK CA  91754,308650.0,11324,13,20,13,1959,20175253034057,2016-07-05,MONTEREY PARK,house,yes,"(34.043214749999997, -118.1492121)"
91754,628 CREST VISTA DR  MONTEREY PARK CA  91754,1225000.0,3370,1,4,3,1978,20175253040036,2016-07-11,MONTEREY PARK,house,no,"(34.055378560000001, -118.13994563)"
91754,1485 AVION DR  MONTEREY PARK CA  91754,473841.0,1647,1,4,2,1965,20175254001041,2016-07-20,MONTEREY PARK,house,no,"(34.058332579999998, -118.14998305)"
91754,1400 ARRIBA DR  MONTEREY PARK CA  91754,868000.0,2180,1,3,2,1962,20175254001067,2016-07-18,MONTEREY PARK,house,no,"(34.059936229999998, -118.14918075)"
91754,1840 SIERRA ALTA WAY  MONTEREY PARK CA  91754,114233.0,2159,1,4,2,1960,20175254008014,2016-07-05,MONTEREY PARK,house,no,"(34.060868599999999, -118.15526493)"
91754,2043 DURANGO DR  MONTEREY PARK CA  91754,113184.0,1818,1,3,3,1960,20175254009035,2016-07-12,MONTEREY PARK,house,no,"(34.06128425, -118.15772681)"
91803,"1822 GARVEY AVE, UNIT 8  ALHAMBRA CA  91803",455000.0,1409,1,2,3,1980,20175254011041,2016-07-22,ALHAMBRA   ,pud,no,"(34.06306326, -118.15498703)"
91803,"1822 GARVEY AVE, UNIT 7  ALHAMBRA CA  91803",419397.0,1498,1,3,3,1980,20175254011042,2016-07-22,ALHAMBRA   ,pud,no,"(34.063096139999999, -118.15493266999999)"
91803,3217 MONTEZUMA AVE  ALHAMBRA CA  91803,700000.0,1212,1,3,1,1950,20175254013024,2016-07-18,ALHAMBRA   ,house,no,"(34.062616769999998, -118.15908214)"
91754,1616 ABAJO DR  MONTEREY PARK CA  91754,573437.0,1836,1,5,2,1965,20175254019093,2016-07-05,MONTEREY PARK,house,no,"(34.055407099999996, -118.15059011)"
91755,308 N LINCOLN AVE  MONTEREY PARK CA  91755,1200000.0,3343,4,9,4,1947,20175255016018,2016-07-22,MONTEREY PARK,house,no,"(34.065317630000003, -118.12027307)"
91755,"125 N ALHAMBRA AVE, NO C  MONTEREY PARK CA  91755",182965.0,1355,1,3,3,1981,20175255018030,2016-07-28,MONTEREY PARK,condo,no,"(34.063428029999997, -118.11738189)"
91755,"205 N ALHAMBRA AVE, B  MONTEREY PARK CA  91755",380000.0,973,1,2,2,1991,20175255018059,2016-07-14,MONTEREY PARK,condo,no,"(34.063933659999996, -118.11737790000001)"
91801,2028 S CHAPEL AVE  ALHAMBRA CA  91801,48105.0,964,1,2,1,1939,20175255022013,2016-07-06,ALHAMBRA   ,house,no,"(34.070358399999996, -118.11921635)"
91803,805 W HELLMAN AVE  ALHAMBRA CA  91803,534633.0,1527,1,3,2,1937,20175256004058,2016-07-22,ALHAMBRA   ,house,no,"(34.070056010000002, -118.13203088)"
91754,196 N CHANDLER AVE  MONTEREY PARK CA  91754,225120.0,1443,1,4,3,1985,20175256006096,2016-07-15,MONTEREY PARK,condo,no,"(34.063678199999998, -118.13164497)"
91754,426 N CHANDLER AVE  MONTEREY PARK CA  91754,594339.0,5254,5,10,10,1979,20175256008048,2016-07-28,MONTEREY PARK,house,no,"(34.067155239999998, -118.13168847)"
91754,"413 N YNEZ AVE, APT E  MONTEREY PARK CA  91754",548000.0,1704,1,3,3,1982,20175256010085,2016-07-29,MONTEREY PARK,condo,no,"(34.066652230000003, -118.12957692000001)"
91754,"600 N ATLANTIC BLVD, 319  MONTEREY PARK CA  91754",595000.0,1340,1,2,2,2010,20175256017080,2016-07-01,MONTEREY PARK,condo,no,"(34.068281470000002, -118.13367845000001)"
91754,405 S MOORE AVE  MONTEREY PARK CA  91754,510000.0,2503,2,6,4,1943,20175257003017,2016-07-07,MONTEREY PARK,house,no,"(34.058000839999998, -118.13094128)"
91754,"324 S CHANDLER AVE, UNIT G  MONTEREY PARK CA  91754",213408.0,1271,1,3,3,1984,20175257003060,2016-07-22,MONTEREY PARK,condo,no,"(34.058926720000002, -118.13158746000001)"
91754,312 S CHANDLER AVE  MONTEREY PARK CA  91754,730000.0,2337,1,3,4,2015,20175257003064,2016-07-29,MONTEREY PARK,condo,no,"(34.059154970000002, -118.13159022000001)"
91754,314 S CHANDLER AVE  MONTEREY PARK CA  91754,738000.0,2340,1,4,3,2015,20175257003065,2016-07-29,MONTEREY PARK,condo,no,"(34.059154970000002, -118.13159022000001)"
91754,"229 S YNEZ AVE, APT   C  MONTEREY PARK CA  91754",425000.0,1186,1,3,3,1984,20175257005053,2016-07-01,MONTEREY PARK,condo,no,"(34.060341190000003, -118.12951318)"
91754,212 S MOORE AVE  MONTEREY PARK CA  91754,830000.0,2244,1,5,3,2015,20175257005077,2016-07-15,MONTEREY PARK,condo,no,"(34.060769389999997, -118.13016273)"
91754,"421 S GARFIELD AVE, 78  MONTEREY PARK CA  91754",289000.0,678,1,1,1,2007,20175257012158,2016-07-28,MONTEREY PARK,condo,no,"(34.057921139999998, -118.12423501000001)"
91755,"417 RUSSELL AVE, APT A  MONTEREY PARK CA  91755",639800.0,2243,1,4,3,1986,20175257020052,2016-07-14,MONTEREY PARK,condo,no,"(34.057558970000002, -118.12008357000001)"
91755,218 S LINCOLN AVE  MONTEREY PARK CA  91755,756017.0,1987,1,3,3,1999,20175257021026,2016-07-27,MONTEREY PARK,house,no,"(34.060798120000001, -118.12082572)"
91755,"330 N RURAL DR, UNIT 302  MONTEREY PARK CA  91755",219656.0,838,1,2,2,1986,20175258003094,2016-07-26,MONTEREY PARK,condo,no,"(34.06583955, -118.11376911000001)"
91755,"223 FLORENCE AVE, APT 000B  MONTEREY PARK CA  91755",536789.0,1692,1,3,3,1979,20175258005092,2016-07-14,MONTEREY PARK,condo,no,"(34.064521360000001, -118.11096176)"
91755,217 N NEW AVE  MONTEREY PARK CA  91755,381419.0,2364,3,6,5,1982,20175258007026,2016-07-13,MONTEREY PARK,house,no,"(34.064478700000002, -118.10849136)"
91755,"420 E NEWMARK AVE, UNIT   F  MONTEREY PARK CA  91755",331700.0,1040,1,2,2,1972,20175259004078,2016-07-28,MONTEREY PARK,condo,no,"(34.059341830000001, -118.11587924)"
91755,"429 SEFTON AVE, UNIT   1  MONTEREY PARK CA  91755",434000.0,1252,1,2,2,1973,20175259005024,2016-07-06,MONTEREY PARK,condo,no,"(34.057274720000002, -118.11517275999999)"
91755,"505 S ORANGE AVE, UNIT   A  MONTEREY PARK CA  91755",388346.0,1478,1,3,3,1980,20175259006112,2016-07-22,MONTEREY PARK,condo,no,"(34.056723329999997, -118.11298629999999)"
91755,"501 POMELO AVE, NO F  MONTEREY PARK CA  91755",485000.0,1391,1,3,3,1978,20175259009126,2016-07-14,MONTEREY PARK,condo,no,"(34.056740329999997, -118.11083859999999)"
91755,121 SEFTON AVE  MONTEREY PARK CA  91755,610000.0,1215,1,3,2,1926,20175259015018,2016-07-18,MONTEREY PARK,house,no,"(34.061740749999998, -118.11492186)"
91755,211 S RURAL DR  MONTEREY PARK CA  91755,550000.0,1374,1,3,2,1942,20175259016019,2016-07-27,MONTEREY PARK,house,yes,"(34.061058670000001, -118.11382629000001)"
91755,710 E GRAVES AVE  MONTEREY PARK CA  91755,968800.0,2407,1,4,4,2015,20175260007007,2016-07-27,MONTEREY PARK,house,no,"(34.055127040000002, -118.11189061)"
91755,828 TEGNER DR  MONTEREY PARK CA  91755,497103.0,2929,1,6,5,1983,20175260012018,2016-07-19,MONTEREY PARK,house,no,"(34.048252349999999, -118.10887099999999)"
91755,1690 FULTON AVE  MONTEREY PARK CA  91755,108859.0,2164,1,4,3,1956,20175260015014,2016-07-14,MONTEREY PARK,house,no,"(34.046277539999998, -118.12039469)"
91755,1780 FULTON AVE  MONTEREY PARK CA  91755,383942.0,1847,1,4,3,1956,20175260015025,2016-07-15,MONTEREY PARK,house,no,"(34.04485562, -118.11892856999999)"
91755,1825 TYLER DR  MONTEREY PARK CA  91755,603000.0,1318,1,3,2,1959,20175260020016,2016-07-26,MONTEREY PARK,house,no,"(34.044449090000001, -118.1139738)"
91755,1789 TYLER DR  MONTEREY PARK CA  91755,605880.0,1244,1,3,2,1959,20175260020020,2016-07-01,MONTEREY PARK,house,no,"(34.044946150000001, -118.11329127)"
91755,682 AZTEC WAY  MONTEREY PARK CA  91755,789090.0,2436,1,5,3,1979,20175260027013,2016-07-22,MONTEREY PARK,house,no,"(34.052615430000003, -118.11194590000001)"
91754,1151 WILLIAMS ST  MONTEREY PARK CA  91754,415187.0,1998,1,5,3,1965,20175261008064,2016-07-29,MONTEREY PARK,house,no,"(34.057891820000002, -118.14034085)"
91754,570 TEDFORD WAY  MONTEREY PARK CA  91754,639383.0,2644,1,3,4,1960,20175261009033,2016-07-01,MONTEREY PARK,house,no,"(34.057102299999997, -118.14096862)"
91754,844 W MABEL AVE  MONTEREY PARK CA  91754,440000.0,1770,1,3,3,1980,20175261015066,2016-07-29,MONTEREY PARK,pud,no,"(34.061291760000003, -118.13504988)"
91754,"227 S ATLANTIC BLVD, UNIT   A  MONTEREY PARK CA  91754",425000.0,1250,1,2,3,1980,20175261021069,2016-07-19,MONTEREY PARK,pud,no,"(34.060831669999999, -118.13409125)"
91754,701 CIPRIANO PL  MONTEREY PARK CA  91754,905000.0,2994,1,5,5,2000,20175262006013,2016-07-27,MONTEREY PARK,house,yes,"(34.054913849999998, -118.13240337000001)"
91754,835 DIVINA VISTA ST  MONTEREY PARK CA  91754,455000.0,1634,1,3,2,1961,20175262034013,2016-07-29,MONTEREY PARK,house,no,"(34.049768159999999, -118.13462641)"
91754,527 S GARFIELD AVE  MONTEREY PARK CA  91754,59513.0,1172,1,3,1,1946,20175263001028,2016-07-01,MONTEREY PARK,house,no,"(34.055689489999999, -118.12574613)"
91754,1033 S ISABELLA AVE  MONTEREY PARK CA  91754,710000.0,1412,1,3,2,1954,20175263017005,2016-07-29,MONTEREY PARK,house,no,"(34.049884390000003, -118.13047764)"
91754,1150 BRADSHAWE AVE  MONTEREY PARK CA  91754,519481.0,1600,1,3,2,1960,20175263021007,2016-07-18,MONTEREY PARK,house,yes,"(34.046817100000005, -118.13504426)"
91754,213 W DONCREST ST  MONTEREY PARK CA  91754,492000.0,1035,1,3,1,1950,20175263028018,2016-07-15,MONTEREY PARK,house,no,"(34.044010180000001, -118.13164129)"
91754,1856 GRAYLOCK AVE  MONTEREY PARK CA  91754,600000.0,1433,1,3,3,1955,20175263032022,2016-07-12,MONTEREY PARK,house,no,"(34.042156249999998, -118.13182363)"
91754,1552 S ISABELLA AVE  MONTEREY PARK CA  91754,702658.0,1449,1,3,2,1953,20175263037004,2016-07-28,MONTEREY PARK,house,yes,"(34.045612210000002, -118.13062606)"
91754,695 BRADSHAWE AVE  MONTEREY PARK CA  91754,1067500.0,3022,1,4,3,1975,20175263040009,2016-07-29,MONTEREY PARK,house,no,"(34.053190110000003, -118.13064918000001)"
91755,160 E GRAVES AVE  MONTEREY PARK CA  91755,579000.0,1274,1,3,2,1971,20175264002016,2016-07-28,MONTEREY PARK,house,no,"(34.055031030000002, -118.12284244999999)"
91755,1101 S LINCOLN AVE  MONTEREY PARK CA  91755,190791.0,2574,1,4,3,1972,20175264004009,2016-07-26,MONTEREY PARK,house,no,"(34.049940640000003, -118.12675247999999)"
91755,1101 LANGLEY WAY  MONTEREY PARK CA  91755,297490.0,1634,1,3,2,1954,20175264005022,2016-07-01,MONTEREY PARK,house,no,"(34.049783189999999, -118.12543096)"
91755,1776 WHITEHURST DR  MONTEREY PARK CA  91755,89219.0,1596,1,3,2,1954,20175264012037,2016-07-08,MONTEREY PARK,house,no,"(34.044410820000003, -118.12122549)"
91755,1450 WILCOX AVE  MONTEREY PARK CA  91755,224116.0,1621,1,3,2,1953,20175264022038,2016-07-15,MONTEREY PARK,house,no,"(34.046882099999998, -118.12684467)"
91754,724 S GARFIELD AVE  MONTEREY PARK CA  91754,412000.0,1447,1,3,2,1978,20175264023066,2016-07-29,MONTEREY PARK,pud,no,"(34.052904069999997, -118.12601701)"
91754,1056 S GARFIELD AVE  MONTEREY PARK CA  91754,180337.0,1536,1,3,3,1981,20175264024040,2016-07-28,MONTEREY PARK,pud,no,"(34.049289549999997, -118.12773855)"
91755,273 E MARKLAND DR  MONTEREY PARK CA  91755,71563.0,1381,1,4,2,1948,20175265007017,2016-07-19,MONTEREY PARK,house,no,"(34.036527839999998, -118.1258892)"
91755,351 E POMONA BLVD  MONTEREY PARK CA  91755,716199.0,4112,4,10,4,1953,20175265015013,2016-07-19,MONTEREY PARK,house,no,"(34.033862790000001, -118.12327559000001)"
91755,419 E FERNFIELD DR  MONTEREY PARK CA  91755,61206.0,1056,1,3,1,1948,20175265020016,2016-07-21,MONTEREY PARK,house,no,"(34.034822820000002, -118.12102917999999)"
91755,2409 FOXGLOVE DR  MONTEREY PARK CA  91755,547000.0,1447,1,3,2,1950,20175265021024,2016-07-29,MONTEREY PARK,house,no,"(34.035511419999999, -118.12151588)"
91754,500 W FLORAL DR  MONTEREY PARK CA  91754,422495.0,1026,1,3,1,1948,20175266012021,2016-07-27,MONTEREY PARK,house,no,"(34.037941429999997, -118.13920955)"
90640,625 HENDRICKS ST  MONTEBELLO CA  90640,448000.0,1269,1,2,2,1949,20175267020025,2016-07-27,MONTEBELLO ,house,no,"(34.026087169999997, -118.13922478000001)"
90640,3124 VIA SAN CARLO  MONTEBELLO CA  90640,307884.0,1714,1,4,2,1961,20175267024014,2016-07-22,MONTEBELLO ,house,no,"(34.025627249999999, -118.13763437)"
90640,3009 VIA SAN CARLO  MONTEBELLO CA  90640,465000.0,1214,1,2,1,1947,20175267025003,2016-07-12,MONTEBELLO ,house,no,"(34.025076390000002, -118.13568682)"
90640,2481 W VIA LUCIA  MONTEBELLO CA  90640,568000.0,1736,1,3,3,1954,20175268020011,2016-07-25,MONTEBELLO ,house,yes,"(34.02353291, -118.12880665)"
90640,110 W LOS AMIGOS AVE  MONTEBELLO CA  90640,630000.0,2756,1,4,4,1966,20175269001018,2016-07-21,MONTEBELLO ,house,no,"(34.025499760000002, -118.09620929999998)"
90640,106 W LOS AMIGOS AVE  MONTEBELLO CA  90640,357828.0,2756,1,4,4,1966,20175269001019,2016-07-22,MONTEBELLO ,house,no,"(34.02560999, -118.09602414)"
90640,630 MAREK DR  MONTEBELLO CA  90640,97335.0,1780,1,4,2,1973,20175269006022,2016-07-22,MONTEBELLO ,house,no,"(34.022794750000003, -118.10278787)"
90640,304 W OAKMONT DR  MONTEBELLO CA  90640,409834.0,1948,1,4,3,1971,20175269007023,2016-07-11,MONTEBELLO ,house,no,"(34.021839120000003, -118.09892951)"
90640,636 N 7TH ST  MONTEBELLO CA  90640,505000.0,1800,1,3,2,1964,20175269015045,2016-07-19,MONTEBELLO ,house,no,"(34.02000658, -118.10366740000001)"
90640,409 MAREK DR  MONTEBELLO CA  90640,104304.0,1780,1,4,2,1973,20175269026027,2016-07-01,MONTEBELLO ,house,no,"(34.023356339999999, -118.10062137)"
90660,"8939 GALLATIN RD, UNIT 105  PICO RIVERA CA  90660",319900.0,1339,1,3,3,1994,20175271012119,2016-07-22,PICO RIVERA,condo,no,"(34.017547919999998, -118.07952315)"
90660,"8939 GALLATIN RD, UNIT 115  PICO RIVERA CA  90660",355000.0,1337,1,3,3,1984,20175271012129,2016-07-15,PICO RIVERA,condo,no,"(34.017547919999998, -118.07952315)"
90660,"8939 GALLATIN RD, UNIT 4  PICO RIVERA CA  90660",310000.0,1339,1,2,2,1985,20175271012150,2016-07-13,PICO RIVERA,condo,no,"(34.017050230000002, -118.08195096)"
90660,"8939 GALLATIN RD, UNIT 61  PICO RIVERA CA  90660",320000.0,1339,1,2,2,1985,20175271012191,2016-07-26,PICO RIVERA,condo,no,"(34.017050230000002, -118.08195096)"
90640,700 RIO DEL SOL AVE  MONTEBELLO CA  90640,450000.0,1620,1,4,2,1962,20175271013044,2016-07-08,MONTEBELLO ,house,no,"(34.017864029999998, -118.08770695)"
90640,701 BARTOLO AVE  MONTEBELLO CA  90640,81107.0,1832,1,4,2,1962,20175271017059,2016-07-28,MONTEBELLO ,house,no,"(34.019628539999999, -118.08919711)"
90660,8719 FRIENDSHIP AVE  PICO RIVERA CA  90660,314027.0,1728,1,4,3,1978,20175271019043,2016-07-22,PICO RIVERA,pud,no,"(34.01860885, -118.08346795999999)"
90660,"4313 PARAMOUNT BLVD, C  PICO RIVERA CA  90660",320000.0,1107,1,2,3,1993,20175272002036,2016-07-22,PICO RIVERA,condo,no,"(34.012774309999998, -118.08636194)"
90660,4162 ACACIA AVE  PICO RIVERA CA  90660,145954.0,2129,1,5,3,1966,20175272013017,2016-07-01,PICO RIVERA,house,no,"(34.013890859999997, -118.08158168999999)"
90660,4032 MARIS AVE  PICO RIVERA CA  90660,275866.0,1121,1,4,2,1998,20175272014014,2016-07-25,PICO RIVERA,house,no,"(34.014890690000001, -118.08035020000001)"
90660,8818 ARMA ST  PICO RIVERA CA  90660,415000.0,1055,1,2,2,1962,20175272026005,2016-07-14,PICO RIVERA,house,no,"(34.010774069999997, -118.08472682)"
90660,8525 BEVERLY PARK PL  PICO RIVERA CA  90660,334872.0,1799,1,4,2,1966,20175272032004,2016-07-11,PICO RIVERA,house,yes,"(34.011550489999998, -118.08852225)"
90660,8539 BEVERLY PARK PL  PICO RIVERA CA  90660,515000.0,1990,1,4,2,1966,20175272032006,2016-07-26,PICO RIVERA,house,yes,"(34.01141939, -118.08812703)"
90660,8609 BEVERLY PARK PL  PICO RIVERA CA  90660,90158.0,1990,1,4,2,1966,20175272032008,2016-07-01,PICO RIVERA,house,yes,"(34.011203479999999, -118.08735464)"
91754,416 ELMGATE ST  MONTEREY PARK CA  91754,71351.0,1398,1,3,2,1952,20175273001008,2016-07-25,MONTEREY PARK,house,no,"(34.040869909999998, -118.13579549000001)"
91754,418 ELMGATE ST  MONTEREY PARK CA  91754,547097.0,1325,1,3,2,1961,20175273001009,2016-07-21,MONTEREY PARK,house,no,"(34.040867759999998, -118.13599066)"
91754,412 ALMORA ST  MONTEREY PARK CA  91754,70288.0,1339,1,3,2,1952,20175273002016,2016-07-25,MONTEREY PARK,house,no,"(34.040130789999999, -118.13656343)"
91754,2028 BROCKWELL AVE  MONTEREY PARK CA  91754,560066.0,1567,1,4,3,1977,20175273007024,2016-07-20,MONTEREY PARK,house,no,"(34.039755329999998, -118.13251596000001)"
91754,328 W RIGGIN ST  MONTEREY PARK CA  91754,60159.0,1794,2,4,2,1949,20175273015008,2016-07-22,MONTEREY PARK,house,no,"(34.036413520000004, -118.13564207)"
91754,234 W GLEASON ST  MONTEREY PARK CA  91754,215978.0,1494,1,3,1,1946,20175273020007,2016-07-08,MONTEREY PARK,house,no,"(34.034893500000003, -118.13281384)"
91755,189 CORAL VIEW ST  MONTEREY PARK CA  91755,329832.0,1568,1,3,2,1954,20175274002002,2016-07-08,MONTEREY PARK,house,no,"(34.044294860000001, -118.1253875)"
91755,2045 FULTON AVE  MONTEREY PARK CA  91755,267970.0,1482,1,3,2,1964,20175274009034,2016-07-20,MONTEREY PARK,house,no,"(34.039756349999998, -118.11937663)"
91755,121 E FLORAL DR  MONTEREY PARK CA  91755,515500.0,1175,1,3,2,1951,20175274013014,2016-07-26,MONTEREY PARK,house,no,"(34.038540959999999, -118.12845951)"
90640,"1661 NEIL ARMSTRONG ST, UNIT 211  MONTEBELLO CA  90640",315500.0,1470,1,3,3,1972,20175275004216,2016-07-26,MONTEBELLO ,house,no,"(34.039716179999999, -118.09627514)"
91770,1011 ROSE GLEN AVE  ROSEMEAD CA  91770,580000.0,1589,1,4,2,1968,20175275007017,2016-07-07,ROSEMEAD   ,house,no,"(34.040566089999999, -118.08528037000001)"
91770,8125 ORANGE ST  SOUTH SAN GABRIEL CA  91770,199507.0,2021,1,3,3,1963,20175275009018,2016-07-26,unincorporated,house,no,"(34.043429269999997, -118.09262649)"
91770,1145 POLLOCK ST  ROSEMEAD CA  91770,500000.0,1316,1,3,2,1960,20175275010024,2016-07-21,unincorporated,house,no,"(34.04395942, -118.09132001)"
91770,1030 GRANDVIEW AVE  SOUTH SAN GABRIEL CA  91770,438000.0,2165,1,3,2,1946,20175275012014,2016-07-21,unincorporated,house,yes,"(34.042088360000001, -118.09092256)"
91770,955 OAKMILL AVE  ROSEMEAD CA  91770,323364.0,1750,1,3,3,1979,20175275016064,2016-07-22,ROSEMEAD   ,house,no,"(34.039271079999999, -118.08362498)"
90640,527 ELLINGBROOK DR  MONTEBELLO CA  90640,515000.0,1803,1,4,3,1966,20175275017039,2016-07-22,MONTEBELLO ,house,no,"(34.038291100000002, -118.08554049)"
90640,1608 N JERSEYDALE AVE  MONTEBELLO CA  90640,234351.0,2261,1,5,3,1967,20175275018030,2016-07-12,MONTEBELLO ,house,no,"(34.038381379999997, -118.08862121)"
90640,1711 PARAMOUNT BLVD  MONTEBELLO CA  90640,227089.0,890,1,2,2,1977,20175275025120,2016-07-01,MONTEBELLO ,condo,no,"(34.04030427, -118.09318258)"
