,PropertyLocation,TotalValue,RecordingDate,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,townhouse,pool,condo,pud,owned
3578,"8787 SHOREHAM DR, NO 808  WEST HOLLYWOOD CA  90069",$550000.00,20160722,537,1,0,1,1963,no,no,no,no,no
3579,1490 SUNSET PLAZA DR  LOS ANGELES CA  90069,$2920000.00,20160722,2868,1,3,4,1950,no,yes,no,no,no
3580,1313 COLLINGWOOD PL  LOS ANGELES CA  90069,$361576.00,20160725,4056,1,3,4,1960,no,yes,no,no,no
3581,1132 CORY AVE  LOS ANGELES CA  90069,$740872.00,20160729,3016,2,4,2,1941,no,no,no,no,no
3582,1424 RISING GLEN RD  LOS ANGELES CA  90069,$6975000.00,20160729,4588,1,4,5,2016,no,no,no,no,no
3583,,$3535432.00,20160722,4432,1,5,7,1995,no,yes,no,no,no
3584,,$601459.00,20160722,0,0,0,0,0,no,yes,no,no,no
3585,8875 APPIAN WAY  LOS ANGELES CA  90046,$2010000.00,20160722,2271,1,3,3,1967,no,yes,no,no,no
3586,8561 LOOKOUT MOUNTAIN AVE  LOS ANGELES CA  90046,$987900.00,20160722,1202,1,2,2,1938,no,no,no,no,no
3587,8614 SKYLINE DR  LOS ANGELES CA  90046,$777062.00,20160722,1714,1,2,1,1970,no,no,no,no,no
3588,,$31069.00,20160722,0,0,0,0,0,no,no,no,no,no
3589,8229 LOOKOUT MOUNTAIN AVE  LOS ANGELES CA  90046,$1570000.00,20160722,1622,1,3,2,1936,no,yes,no,no,no
3590,,$0.00,20160728,0,0,0,0,0,no,no,no,no,no
3591,,$0.00,20160728,0,0,0,0,0,no,no,no,no,no
3592,8155 WILLOW GLEN RD  LOS ANGELES CA  90046,$1540000.00,20160726,3345,1,3,4,1986,no,no,no,no,no
3593,,$3872.00,20160722,0,0,0,0,0,no,no,no,no,no
3594,,$3872.00,20160722,0,0,0,0,0,no,no,no,no,no
3595,8115 AMOR RD  LOS ANGELES CA  90046,$1083000.00,20160722,1135,1,3,2,1962,no,no,no,no,no
3596,2211 STANLEY HILLS DR  LOS ANGELES CA  90046,$599000.00,20160729,1915,2,2,4,1945,no,no,no,no,no
3597,,$80000.00,20160725,0,0,0,0,0,no,no,no,no,no
3598,7514 WILLOW GLEN RD  LOS ANGELES CA  90046,$1720000.00,20160725,2700,1,4,3,1975,no,no,no,no,no
3599,,$96000.00,20160727,0,0,0,0,0,no,no,no,no,no
3600,2742 CARDWELL PL  LOS ANGELES CA  90046,$1104000.00,20160727,1761,1,2,2,1962,no,no,no,no,no
3601,2534 ASTRAL DR  LOS ANGELES CA  90046,$523631.00,20160726,1631,1,2,1,1955,no,yes,no,no,no
3602,1935 CURSON PL  LOS ANGELES CA  90046,$1820000.00,20160729,2656,1,4,4,2002,no,no,no,no,no
3603,2259 CHELAN DR  LOS ANGELES CA  90068,$147401.00,20160727,1792,1,2,2,1967,no,yes,no,no,no
3604,"7218 HILLSIDE AVE, 206  LOS ANGELES CA  90046",$735000.00,20160728,1692,1,3,3,1991,no,no,yes,no,no
3605,"1942 GRACE AVE, 224  LOS ANGELES CA  90068",$600514.00,20160728,1252,1,2,2,1982,no,no,yes,no,no
3606,6673 EMMET TER  LOS ANGELES CA  90068,$241000.00,20160727,1472,1,3,3,1925,no,no,no,no,no
3607,6763 WHITLEY TER  LOS ANGELES CA  90068,$875000.00,20160726,2154,1,3,3,1963,no,no,no,no,no
3608,2370 SAN MARCO DR  LOS ANGELES CA  90068,$54447.00,20160722,1651,1,2,1,1927,no,no,no,no,no
3609,,$410000.00,20160721,0,0,0,0,0,no,no,no,no,no
3610,2267 EL CONTENTO DR  LOS ANGELES CA  90068,$2140000.00,20160721,2205,1,3,2,1950,no,no,no,no,no
3611,6327 PRIMROSE AVE  LOS ANGELES CA  90068,$1010500.00,20160721,0,0,0,0,0,no,no,no,no,no
3612,6306 IVARENE AVE  LOS ANGELES CA  90068,$763663.00,20160729,944,1,3,1,1922,no,no,no,no,no
3613,2092 MOUND ST  LOS ANGELES CA  90068,$2500000.00,20160729,4572,1,4,4,1932,no,no,no,no,no
3614,"2700 CAHUENGA BLVD E, # 2301  LOS ANGELES CA  90068",$330000.00,20160728,673,1,1,1,1975,no,no,yes,no,no
3615,3471 TROY DR  LOS ANGELES CA  90068,$197527.00,20160729,1650,1,3,3,1990,no,yes,no,no,no
3616,3360 BLAIR DR  LOS ANGELES CA  90068,$585546.00,20160722,1189,1,2,3,1948,no,no,no,no,no
3617,3430 PRIMERA AVE  LOS ANGELES CA  90068,$1170000.00,20160726,1906,1,2,2,1930,no,no,no,no,no
3618,3115 HOLLYCREST DR  LOS ANGELES CA  90068,$1160760.00,20160722,3627,3,4,4,1989,no,no,no,no,no
3619,2755 PELHAM PL  LOS ANGELES CA  90068,$1400852.00,20160722,3490,1,3,4,1992,no,no,no,no,no
3620,2420 N BEACHWOOD DR  LOS ANGELES CA  90068,$1275000.00,20160729,3280,3,5,3,1926,no,no,no,no,no
3621,3030 DURAND DR  LOS ANGELES CA  90068,$1038669.00,20160728,2653,1,2,4,1968,no,no,no,no,no
3622,,$71402.00,20160728,0,0,0,0,0,no,no,no,no,no
3623,2915 N BEACHWOOD DR  LOS ANGELES CA  90068,$1970000.00,20160722,3092,1,4,3,1926,no,no,no,no,no
3624,6222 PRIMROSE AVE  LOS ANGELES CA  90068,$594179.00,20160727,1306,1,2,2,1956,no,yes,no,no,no
3625,6280 IVARENE AVE  LOS ANGELES CA  90068,$1600000.00,20160729,2526,1,3,3,2016,no,yes,no,no,no
3626,,$240000.00,20160729,0,0,0,0,0,no,no,no,no,no
3627,2464 N CATALINA ST  LOS ANGELES CA  90027,$4349330.00,20160722,7388,1,4,6,1926,no,no,no,no,no
3628,"4455 LOS FELIZ BLVD, NO 107  LOS ANGELES CA  90027",$419000.00,20160729,838,1,1,1,1966,no,no,no,no,no
3629,1943 LAUGHLIN PARK DR  LOS ANGELES CA  90027,$148245.00,20160729,2329,1,4,3,1930,no,no,no,no,no
3630,2045 N EDGEMONT ST  LOS ANGELES CA  90027,$163675.00,20160726,2788,1,3,3,1930,no,no,no,no,no
3631,4411 KINGSWELL AVE  LOS ANGELES CA  90027,$1485000.00,20160728,2064,1,3,2,1940,no,yes,no,no,no
3632,4341 PRICE ST  LOS ANGELES CA  90027,$62890.00,20160722,1402,1,2,2,1932,no,no,no,no,no
3633,4134 TRACY ST  LOS ANGELES CA  90027,$779132.00,20160729,1042,1,2,1,1945,no,no,no,no,no
3634,1955 MONON ST  LOS ANGELES CA  90027,$393619.00,20160722,1595,1,2,1,1958,no,no,no,no,no
3635,4337 KINGSWELL AVE  LOS ANGELES CA  90027,$1561352.00,20160729,3834,4,8,8,1972,no,no,no,no,no
3636,"3407 HUXLEY ST, NO 21  LOS ANGELES CA  90027",$450000.00,20160722,1136,1,2,2,1960,no,no,no,no,no
3637,3830 CARNAVON WAY  LOS ANGELES CA  90027,$1698300.00,20160728,1567,1,3,3,1962,no,no,no,no,no
3638,4021 CHEVY CHASE DR  LOS ANGELES CA  90039,$818000.00,20160722,2078,1,2,2,1930,no,no,no,no,no
3639,4292 PERLITA AVE  LOS ANGELES  90039,$855000.00,20160728,1658,1,3,3,2011,no,no,no,no,no
3640,4122 GARDEN AVE  LOS ANGELES CA  90039,$617100.00,20160722,1330,1,2,2,1931,no,no,no,no,no
3641,3929 EL MORENO ST  GLENDALE CA  91214,$925000.00,20160725,2130,1,3,3,1964,no,yes,no,no,no
3642,3742 LOS AMIGOS ST  GLENDALE CA  91214,$372078.00,20160726,1325,1,3,2,1966,no,no,no,no,no
3643,3736 MAYFIELD AVE  GLENDALE CA  91214,$212684.00,20160721,1710,1,3,2,1957,no,no,no,no,no
3644,4333 BOSTON AVE  GLENDALE CA  91214,$535160.00,20160728,640,1,2,1,1933,no,no,no,no,no
3645,3850 2ND AVE  GLENDALE CA  91214,$737000.00,20160729,1510,1,3,2,1962,no,no,no,no,no
3646,3646 3RD AVE  GLENDALE CA  91214,$700000.00,20160725,1333,1,3,2,1973,no,no,no,no,no
3647,3619 4TH AVE  GLENDALE CA  91214,$169840.00,20160725,1008,1,2,1,1935,no,no,no,no,no
3648,3534 ALTURA AVE  GLENDALE CA  91214,$345836.00,20160729,1500,1,3,3,1983,no,no,no,no,no
3649,4212 DUNSMORE AVE  GLENDALE CA  91214,$238784.00,20160721,1092,1,3,2,1919,no,no,no,no,no
3650,"3220 ALTURA AVE, 127  GLENDALE CA  91214",$280000.00,20160722,610,1,1,1,2006,no,no,no,no,no
3651,"3414 MONTROSE AVE, NO     6  GLENDALE CA  91214",$555000.00,20160727,1574,1,3,3,1991,no,no,yes,no,no
3652,3720 CEDARBEND DR  GLENDALE CA  91214,$925000.00,20160727,1781,1,4,2,1958,no,yes,no,no,no
3653,3154 HONOLULU AVE  GLENDALE CA  91214,$832000.00,20160727,1926,1,4,2,1953,no,no,no,no,no
3654,3346 MILLS AVE  GLENDALE CA  91214,$578443.00,20160725,1750,1,3,2,1951,no,no,no,no,no
3655,3025 PIEDMONT AVE  GLENDALE CA  91214,$560000.00,20160721,720,1,2,1,1949,no,no,no,no,no
3656,3050 MANHATTAN AVE  GLENDALE CA  91214,$114756.00,20160721,744,1,2,1,1950,no,no,no,no,no
3657,2846 MAYFIELD AVE  LA CRESCENTA CA  91214,$545455.00,20160729,2114,1,3,3,1963,no,no,no,no,no
3658,"4110 LA CRESCENTA AVE, 302  LA CRESCENTA CA  91214",$565878.00,20160728,1700,1,3,2,2007,no,no,yes,no,no
3659,"2710 PIEDMONT AVE, UNIT  18  GLENDALE CA  91020",$559000.00,20160727,1435,1,3,3,1981,no,no,yes,no,no
3660,1245 OAK CIRCLE DR  GLENDALE CA  91208,$855000.00,20160722,1274,1,2,2,1963,no,no,no,no,no
3661,2051 VALDERAS DR  GLENDALE CA  91208,$4139646.00,20160721,22925,25,40,40,1963,no,yes,no,no,no
3662,3323 SPARR BLVD  GLENDALE CA  91208,$935000.00,20160728,2114,1,3,2,1962,no,no,no,no,no
3663,1805 GLENCOE WAY  GLENDALE CA  91208,$509043.00,20160725,3179,1,5,4,1954,no,yes,no,no,no
3664,3311 VICKERS DR  GLENDALE CA  91208,$994975.00,20160722,1945,1,4,2,1965,no,yes,no,no,no
3665,1651 GLORIETTA AVE  GLENDALE CA  91208,$1003431.00,20160726,2140,1,3,2,1941,no,no,no,no,no
3666,2812 HERMOSITA DR  GLENDALE CA  91208,$1080726.00,20160729,2002,1,3,2,1966,no,yes,no,no,no
3667,1642 DON CARLOS AVE  GLENDALE CA  91208,$1085000.00,20160727,2307,1,4,3,1932,no,yes,no,no,no
3668,1637 OPECHEE WAY  GLENDALE CA  91208,$268314.00,20160729,2242,1,3,3,1936,no,no,no,no,no
3669,3207 COUNTRY CLUB DR  GLENDALE CA  91208,$1640000.00,20160728,3257,1,4,4,1957,no,no,no,no,no
3670,311 MESA LILA RD  GLENDALE CA  91208,$120367.00,20160725,1546,1,3,2,1953,no,no,no,no,no
3671,2012 RANGEVIEW DR  GLENDALE CA  91201,$915000.00,20160725,1615,1,2,2,1952,no,no,no,no,no
3672,2056 BEL AIRE DR  GLENDALE CA  91201,$1379000.00,20160727,3510,1,5,3,1901,no,yes,no,no,no
3673,,$400000.00,20160727,0,0,0,0,0,no,no,no,no,no
3674,1940 W KENNETH RD  GLENDALE CA  91201,$607338.00,20160722,1166,1,2,1,1926,no,no,no,no,no
3675,2022 W KENNETH RD  GLENDALE CA  91201,$760000.00,20160727,1397,1,2,2,1943,no,yes,no,no,no
3676,"619 E ELMWOOD AVE, UNIT   E  BURBANK CA  91501",$178765.00,20160721,1280,1,2,2,1978,no,no,yes,no,no
3677,523 E CEDAR AVE  BURBANK CA  91501,$700000.00,20160729,1135,1,3,2,1938,no,no,no,no,no
3678,515 E VALENCIA AVE  BURBANK CA  91501,$593993.00,20160728,8316,8,12,8,1932,no,no,no,no,no
3679,1607 W KENNETH RD  GLENDALE CA  91201,$825000.00,20160729,1710,1,2,2,1980,no,no,no,no,no
3680,1328 JUSTIN AVE  GLENDALE CA  91201,$761000.00,20160722,1282,1,3,1,1926,no,yes,no,no,no
3681,1234 RAYMOND AVE  GLENDALE CA  91201,$787000.00,20160727,1444,1,4,2,1950,no,no,no,no,no
3682,1211 WESTERN AVE  GLENDALE CA  91201,$700000.00,20160729,1648,1,4,2,1915,no,no,no,no,no
3683,"1340 GLENWOOD RD, NO 29  GLENDALE CA  91201",$229273.00,20160726,934,1,2,2,1985,no,no,yes,no,no
3684,1045 SONORA AVE  GLENDALE CA  91201,$511907.00,20160729,2040,3,4,3,1954,no,no,no,no,no
3685,"312 THOMPSON AVE, 105  GLENDALE, CA  91201",$425000.00,20160726,1138,1,2,3,1989,no,no,yes,no,no
3686,434 W SPAZIER AVE  BURBANK CA  91506,$792000.00,20160727,2453,1,4,3,1964,no,no,no,no,no
3687,368 W SPAZIER AVE  BURBANK CA  91506,$313119.00,20160728,1309,1,3,2,1968,no,yes,no,no,no
3688,1316 RANDALL ST  GLENDALE CA  91201,$750000.00,20160727,1344,1,3,2,1941,no,no,no,no,no
3689,1349 GRAYNOLD AVE  GLENDALE CA  91202,$390611.00,20160729,1355,1,3,1,1926,no,no,no,no,no
3690,834 CLEVELAND RD  GLENDALE CA  91202,$243123.00,20160729,1436,1,2,1,1942,no,no,no,no,no
3691,880 CUMBERLAND RD  GLENDALE CA  91202,$1200000.00,20160722,2147,1,3,2,1954,no,yes,no,no,no
3692,1675 ARD EEVIN AVE  GLENDALE CA  91202,$486000.00,20160727,2932,1,4,3,1924,no,no,no,no,no
3693,745 GLENVIEW RD  GLENDALE CA  91202,$639000.00,20160727,1247,1,2,1,1930,no,no,no,no,no
3694,1605 N PACIFIC AVE  GLENDALE CA  91202,$1310000.00,20160729,2477,1,4,3,1934,no,yes,no,no,no
3695,1650 VISTA DR  GLENDALE CA  91201,$1071000.00,20160729,2226,1,3,3,1952,no,yes,no,no,no
3696,1815 IDLEWOOD RD  GLENDALE CA  91202,$1275000.00,20160721,2743,1,4,3,1931,no,yes,no,no,no
3697,1725 RIDGEWAY DR  GLENDALE CA  91202,$1137300.00,20160722,3891,1,4,5,2003,no,yes,no,no,no
3698,,$469200.00,20160722,0,0,0,0,0,no,no,no,no,no
3699,,$42423.00,20160728,0,0,0,0,0,no,no,no,no,no
3700,,$3681.00,20160728,0,0,0,0,0,no,no,no,no,no
3701,,$6317.00,20160728,0,0,0,0,0,no,no,no,no,no
3702,2150 RIMCREST DR  GLENDALE CA  91207,$2230300.00,20160729,8514,1,8,9,2001,no,yes,no,no,no
3703,"1313 VALLEY VIEW RD, UNIT 204  GLENDALE CA  91202",$311231.00,20160726,1425,1,2,2,1981,no,no,yes,no,no
3704,"1333 VALLEY VIEW RD, NO 16  GLENDALE CA  91202",$535000.00,20160728,1420,1,2,3,1975,no,no,yes,no,no
3705,"1339 N COLUMBUS AVE, NO 301  GLENDALE CA  91202",$388898.00,20160722,1319,1,1,1,1974,no,no,yes,no,no
3706,"1305 N COLUMBUS AVE, NO 105  GLENDALE CA  91202",$357045.00,20160728,1613,1,2,2,1974,no,no,yes,no,no
3707,533 GLENWOOD RD  GLENDALE CA  91202,$1408819.00,20160726,6382,7,14,12,1986,no,no,no,no,no
3708,939 CONCORD ST  GLENDALE CA  91202,$800000.00,20160729,2066,2,4,2,1964,no,yes,no,no,no
3709,838 HIGHLAND AVE  GLENDALE CA  91202,$161484.00,20160726,1402,1,3,2,1937,no,no,no,no,no
3710,849 GRANT AVE  GLENDALE CA  91202,$653000.00,20160729,1216,1,3,2,1942,no,no,no,no,no
3711,349 BURCHETT ST  GLENDALE CA  91203,$2002400.00,20160727,5537,8,10,9,1964,no,no,no,no,no
3712,"409 BURCHETT ST, NO 302  GLENDALE CA  91203",$264064.00,20160726,626,1,1,1,1979,no,no,no,no,no
3713,"345 PIONEER DR, 1203  GLENDALE CA  91203",$565000.00,20160728,1279,1,2,1,1988,no,no,no,no,no
3714,"342 MYRTLE ST, 201  GLENDALE CA  91203",$703500.00,20160728,1490,1,3,2,2015,no,no,yes,no,no
3715,540 MILFORD ST  GLENDALE CA  91203,$620000.00,20160727,1177,1,3,1,1924,no,no,no,no,no
3716,630 PIONEER DR  GLENDALE CA  91203,$615000.00,20160722,1312,1,2,1,1922,no,no,no,no,no
3717,"604 W WILSON AVE, NO     2  GLENDALE CA  91203",$515000.00,20160726,1613,1,3,3,1990,no,no,yes,no,no
3718,411 CHESTER ST  GLENDALE CA  91203,$477465.00,20160725,1402,1,3,1,1927,no,no,no,no,no
3719,272 CARUSO AVE  GLENDALE CA  91210,$1800000.00,20160722,2505,1,3,3,2008,no,no,yes,no,no
3720,"215 N KENWOOD ST, UNIT 311  GLENDALE CA  91206",$320000.00,20160727,720,1,1,1,1963,no,no,no,no,no
3721,"510 N MARYLAND AVE, NO 116  GLENDALE CA  91206",$205754.00,20160722,763,1,1,1,1975,no,no,yes,no,no
3722,"417 N JACKSON ST, NO 1  GLENDALE CA  91206",$560000.00,20160729,1542,1,2,3,1979,no,no,yes,no,no
3723,729 E DORAN ST  GLENDALE CA  91206,$3181397.00,20160721,21000,18,30,30,1970,no,no,no,no,no
3724,"330 N HOWARD ST, UNIT 107  GLENDALE CA  91206",$350000.00,20160726,1016,1,2,2,1962,no,no,no,no,no
3725,321 N KENWOOD ST  GLENDALE CA  91206,$1065000.00,20160721,2711,3,4,3,1957,no,no,no,no,no
3726,949 N HOWARD ST  GLENDALE CA  91207,$840000.00,20160725,1756,1,3,2,1933,no,no,no,no,no
3727,"410 E FAIRVIEW AVE, NO 6  GLENDALE CA  91207",$404011.00,20160726,1291,1,3,3,1985,no,no,yes,no,no
3728,"335 N ADAMS ST, UNIT 312  GLENDALE CA  91206",$453000.00,20160722,1189,1,2,2,1974,no,no,yes,no,no
3729,1128 STANLEY AVE  GLENDALE CA  91206,$660000.00,20160729,836,1,2,1,1935,no,no,no,no,no
3730,1316 E WILSON AVE  GLENDALE CA  91206,$535000.00,20160728,1032,1,2,1,1927,no,no,no,no,no
3731,1117 CORDOVA AVE  GLENDALE CA  91207,$845000.00,20160722,1540,1,3,2,1944,no,no,no,no,no
3732,1149 CORDOVA AVE  GLENDALE CA  91207,$1035853.00,20160722,2794,1,5,2,1924,no,yes,no,no,no
3733,934 E DRYDEN ST  GLENDALE CA  91207,$989000.00,20160727,1700,1,3,1,1928,no,yes,no,no,no
3734,705 BALBOA AVE  GLENDALE CA  91206,$600000.00,20160721,1550,1,2,2,1962,no,no,no,no,no
3735,965 CORONADO DR  GLENDALE CA  91206,$722935.00,20160729,1512,1,3,2,1938,no,no,no,no,no
3736,"1126 N CENTRAL AVE, UNIT 311  GLENDALE CA  91202",$141885.00,20160726,963,1,2,1,1961,no,no,no,no,no
3737,"1104 N LOUISE ST, UNIT   A  GLENDALE CA  91207",$316870.00,20160725,893,1,2,1,1947,no,no,no,no,no
3738,"1122 CAMPBELL ST, NO 14  GLENDALE CA  91207",$409543.00,20160729,1586,1,2,3,1973,no,no,yes,no,no
3739,1129 N CEDAR ST  GLENDALE CA  91207,$812250.00,20160727,1573,1,3,3,1927,no,no,no,no,no
3740,"125 W MOUNTAIN ST, UNIT 106  GLENDALE CA  91202",$460000.00,20160725,1107,1,2,2,1975,no,no,yes,no,no
3741,1308 GREENBRIAR RD  GLENDALE CA  91207,$1198971.00,20160725,2866,1,4,3,1964,no,no,no,no,no
3742,1819 N VERDUGO RD  GLENDALE CA  91208,$1115740.00,20160729,2782,4,4,4,1941,no,no,no,no,no
3743,2430 RISA DR  GLENDALE CA  91208,$129450.00,20160721,2033,1,3,3,1958,no,no,no,no,no
3744,3015 EDMONTON RD  GLENDALE CA  91206,$655653.00,20160728,2694,1,4,4,1979,no,no,no,no,no
3745,1615 SHERIDAN RD  GLENDALE CA  91206,$98818.00,20160727,1665,1,3,2,1956,no,no,no,no,no
3746,1977 ASHINGTON DR  GLENDALE CA  91206,$1000748.00,20160722,3146,1,4,4,1989,no,no,no,no,no
3747,,$49147.00,20160725,0,0,0,0,0,no,no,no,no,no
3748,3630 FIGUEROA ST  GLENDALE CA  91206,$621300.00,20160727,3512,1,3,3,1983,no,no,no,no,no
3749,3527 FALLENLEAF PL  GLENDALE CA  91206,$462591.00,20160728,2665,1,3,3,1986,no,no,no,no,no
3750,679 LUTON DR  GLENDALE CA  91206,$378205.00,20160721,1382,1,1,1,1938,no,no,no,no,no
3751,425 CANYON DR  GLENDALE CA  91206,$800000.00,20160726,2185,1,4,2,1950,no,no,no,no,no
3752,2025 EDEN AVE  GLENDALE CA  91206,$760000.00,20160722,2080,1,4,3,1950,no,no,no,no,no
3753,929 CALLE SIMPATICO  GLENDALE CA  91208,$970000.00,20160727,2397,1,3,3,1990,no,no,no,no,no
3754,"607 GLENMORE BLVD, NO B  GLENDALE CA  91206",$518000.00,20160726,1394,1,2,3,1983,no,no,yes,no,no
3755,768 GLENMORE BLVD  GLENDALE CA  91206,$244162.00,20160728,2390,1,4,4,1995,no,no,no,no,no
3756,2321 HOLLISTER TER  GLENDALE CA  91206,$737419.00,20160726,2551,1,4,3,1933,no,yes,no,no,no
3757,5353 KINCHELOE DR  LOS ANGELES CA  90041,$546539.00,20160727,1401,1,3,2,1954,no,no,no,no,no
3758,5224 HIGHLAND VIEW AVE  LOS ANGELES CA  90041,$292791.00,20160727,1656,1,3,1,1935,no,no,no,no,no
3759,5107 WINDERMERE AVE  LOS ANGELES CA  90041,$590000.00,20160722,1332,2,3,2,1946,no,no,no,no,no
3760,1124 E HARVARD ST  GLENDALE CA  91205,$214193.00,20160721,1112,1,2,1,1921,no,no,no,no,no
3761,819 ORANGE GROVE AVE  GLENDALE CA  91205,$702405.00,20160726,3249,2,4,5,2015,no,no,no,no,no
3762,"715 E ACACIA AVE, UNIT   E  GLENDALE CA  91205",$460000.00,20160728,1247,1,2,2,1980,no,no,yes,no,no
3763,"812 E ACACIA AVE, APT 000D  GLENDALE CA  91205",$472200.00,20160722,1280,1,3,3,1975,no,no,yes,no,no
3764,"822 E ACACIA AVE, APT 000E  GLENDALE CA  91205",$250602.00,20160728,1365,1,3,2,1975,no,no,yes,no,no
3765,"1116 E PALMER AVE, 5  GLENDALE CA  91205",$318750.00,20160729,610,1,1,1,2007,no,no,no,no,no
3766,1285 BOYNTON ST  GLENDALE CA  91205,$52123.00,20160727,1177,1,3,1,1946,no,no,no,no,no
3767,1112 PRINCETON DR  GLENDALE CA  91205,$567227.00,20160726,1325,1,2,1,1923,no,no,no,no,no
3768,4449 SUNNYCREST DR  LOS ANGELES CA  90065,$952710.00,20160726,3161,1,3,3,1991,no,no,no,no,no
3769,409 WING ST  GLENDALE CA  91205,$589000.00,20160722,1140,1,3,2,1923,no,no,no,no,no
3770,324 PORTER ST  GLENDALE CA  91205,$226691.00,20160722,1770,1,4,2,1933,no,no,no,no,no
3771,"1433 ROCK GLEN    AVE, NO 9  GLENDALE CA  91205",$335000.00,20160727,900,1,2,1,1970,no,no,yes,no,no
3772,320 LINCOLN AVE  GLENDALE CA  91205,$305932.00,20160721,1252,1,3,1,1927,no,no,no,no,no
3773,1447 E WINDSOR RD  GLENDALE CA  91205,$2051800.00,20160721,4992,6,12,12,1982,no,no,no,no,no
3774,"1523 E WINDSOR RD, NO 205C  GLENDALE CA  91205",$107297.00,20160725,939,1,2,2,1978,no,no,yes,no,no
3775,4781 ROUND TOP DR  LOS ANGELES CA  90065,$73245.00,20160726,1546,1,4,2,1963,no,no,no,no,no
3776,3032 SHASTA CIR N  LOS ANGELES CA  90065,$232586.00,20160722,1220,1,2,1,1939,no,no,no,no,no
3777,2615 DELEVAN DR  LOS ANGELES CA  90065,$210165.00,20160726,1561,1,3,2,1965,no,no,no,no,no
3778,2710 DELEVAN DR  LOS ANGELES CA  90065,$407314.00,20160727,1448,1,3,2,1929,no,no,no,no,no
3779,2516 RIDGEVIEW AVE  LOS ANGELES CA  90041,$289471.00,20160727,1252,1,3,2,1950,no,no,no,no,no
3780,1357 YOSEMITE DR  LOS ANGELES CA  90041,$257060.00,20160727,1393,1,3,2,1957,no,no,no,no,no
3781,5137 MOUNT HELENA AVE  LOS ANGELES CA  90041,$560000.00,20160721,936,1,2,1,1924,no,no,no,no,no
3782,1421 EAGLE VISTA DR  LOS ANGELES CA  90041,$954659.00,20160727,8461,10,10,11,1965,no,no,no,no,no
3783,5327 MOUNT HELENA AVE  LOS ANGELES CA  90041,$332091.00,20160721,1482,1,3,1,1927,no,no,no,no,no
3784,1275 EAGLE VISTA DR  LOS ANGELES CA  90041,$700000.00,20160727,1092,1,2,1,1926,no,no,no,no,no
3785,"422 HAWTHORNE ST, 3  GLENDALE CA  91204",$287011.00,20160721,990,1,2,2,1992,no,no,yes,no,no
3786,"460 OAK ST, NO 312  GLENDALE CA  91204",$455000.00,20160722,1225,1,2,2,1984,no,no,yes,no,no
3787,409 W ELK AVE  GLENDALE CA  91204,$79173.00,20160725,2126,3,4,4,1958,no,no,no,no,no
3788,421 VINE ST  GLENDALE CA  91204,$522109.00,20160729,1540,2,3,3,1941,no,no,no,no,no
3789,1772 KENNETH WAY  PASADENA CA  91103,$600093.00,20160729,1727,1,4,2,1940,no,no,no,no,no
3790,757 STANTON ST  PASADENA CA  91103,$354302.00,20160726,1581,1,2,2,1943,no,no,no,no,no
3791,1232 ARMADA DR  PASADENA CA  91103,$400858.00,20160722,1360,1,3,2,1940,no,no,no,no,no
3792,1129 WOTKYNS DR  PASADENA CA  91103,$224846.00,20160722,4249,1,4,4,1922,no,yes,no,no,no
3793,1419 EDGEHILL PL  PASADENA CA  91103,$1280000.00,20160721,3436,1,3,3,1992,no,no,no,no,no
3794,1820 BRAEMAR RD  PASADENA CA  91103,$424356.00,20160726,2776,1,2,3,1952,no,no,no,no,no
3795,1465 LINDA VISTA AVE  PASADENA CA  91103,$1488000.00,20160722,2259,1,3,3,1970,no,yes,no,no,no
3796,1212 LAUREL ST  PASADENA CA  91103,$835000.00,20160728,600,1,1,1,1937,no,no,no,no,no
3797,1385 WICKS RD  PASADENA CA  91103,$1208000.00,20160727,2106,1,4,3,1965,no,no,no,no,no
3798,1090 LINDA VISTA AVE  PASADENA CA  91103,$1770000.00,20160729,2199,1,3,2,1956,no,yes,no,no,no
3799,1490 EL MIRADOR DR  PASADENA CA  91103,$2650000.00,20160721,3990,1,4,4,1963,no,yes,no,no,no
3800,1308 FAIRLAWN WAY  PASADENA CA  91105,$1598000.00,20160728,2690,1,3,3,1979,no,no,no,no,no
3801,1210 LINDA RIDGE RD  PASADENA CA  91103,$519496.00,20160725,1885,1,3,2,1965,no,yes,no,no,no
3802,1531 GLEN OAKS BLVD  PASADENA CA  91105,$4800000.00,20160726,6261,1,5,5,2004,no,no,no,no,no
3803,309 PATRICIAN WAY  PASADENA CA  91105,$1556100.00,20160722,2506,1,2,3,1955,no,yes,no,no,no
3804,276 LINDA VISTA AVE  PASADENA CA  91105,$480586.00,20160727,1264,1,2,2,1963,no,no,no,no,no
3805,345 SYCAMORE GLN  PASADENA CA  91105,$288197.00,20160726,1351,1,3,2,1960,no,no,no,no,no
3806,"250 S DELACEY AVE, NO  308A  PASADENA CA  91105",$1350000.00,20160727,1870,0,3,3,2008,no,no,yes,no,no
3807,300 CALIFORNIA TER  PASADENA CA  91105,$205346.00,20160721,2587,1,3,3,1965,no,yes,no,no,no
3808,535 CALIFORNIA TER  PASADENA CA  91105,$1335000.00,20160729,2202,1,3,3,1988,no,no,no,no,no
3809,1319 LA LOMA RD  PASADENA CA  91105,$741041.00,20160722,1607,1,4,2,1941,no,no,no,no,no
3810,946 BURLEIGH DR  PASADENA CA  91105,$680000.00,20160726,1050,1,2,2,1955,no,no,no,no,no
