ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,TaxRateArea_CITY,house_type,pool,coordinates,HH_Kids,Owner,closest_school,num_choices,closest_rating,elevation,groceries,parks,crime,walkable,walkscore,transitable,transit_score,bikeable,bike_score
90631,1743 PUEBLO CREST LN  LA HABRA HEIGHTS CA  90631,1242664.0,4408,1,4,4,1990,20178238003011,2016-07-14,LA HABRA HEIGHTS,house,no,"(33.950195110000003, -117.95620593)",0.6409668973256032,0.5847671591546661,0.73,5.0,4.0,165.921630859375,2.0,3.0,0.0,Car-Dependent,14,Not Transitable,0,Not Bikeable,0
90631,729 LAMAT RD  LA HABRA HEIGHTS CA  90631,229728.0,1758,1,2,2,1964,20178238007008,2016-07-01,LA HABRA HEIGHTS,house,yes,"(33.953111929999999, -117.95109815000001)",0.6409668973256032,0.5847671591546661,0.79,2.0,4.0,210.7051544189453,3.0,3.0,0.0,Car-Dependent,0,Not Transitable,0,Not Bikeable,0
90631,524 DOROTHEA RD  LA HABRA HEIGHTS CA  90631,1130388.0,3301,1,3,4,1976,20178238024014,2016-07-20,LA HABRA HEIGHTS,house,no,"(33.949506939999999, -117.9498115)",0.6409668973256032,0.5847671591546661,0.53,5.0,4.0,190.3108825683594,3.0,5.0,0.0,Car-Dependent,14,Not Transitable,0,Not Bikeable,0
90631,1276 N WALNUT ST  LA HABRA HEIGHTS CA  90631,860000.0,3045,1,4,3,1966,20178238026020,2016-07-22,LA HABRA HEIGHTS,house,no,"(33.946521410000003, -117.94961170000001)",0.6409668973256032,0.5847671591546661,0.32,5.0,4.0,165.3149566650391,5.0,5.0,0.0,Car-Dependent,32,Not Transitable,0,Not Bikeable,0
90631,151 MADELENA DR  LA HABRA CA  90631,629616.0,1897,1,3,3,1960,20178238032003,2016-07-05,unincorporated,house,yes,"(33.947418970000001, -117.96285801000001)",0.6409668973256032,0.5847671591546661,0.52,6.0,8.0,142.3062744140625,3.0,5.0,0.0,Car-Dependent,25,Not Transitable,0,Not Bikeable,0
90631,1918 CHANDOS LN  LA HABRA HEIGHTS CA  90631,855780.0,2126,1,3,3,1955,20178239018049,2016-07-20,LA HABRA HEIGHTS,house,no,"(33.9582956, -117.95524543000001)",0.6409668973256032,0.5847671591546661,1.2,0.0,8.0,202.0664520263672,0.0,2.0,0.0,Car-Dependent,2,Not Transitable,0,Not Bikeable,0
90631,2341 ARDSHEAL DR  LA HABRA HEIGHTS CA  90631,183203.0,3016,1,3,3,1954,20178240020015,2016-07-12,LA HABRA HEIGHTS,house,yes,"(33.964511549999997, -117.96135454)",0.6409668973256032,0.5847671591546661,1.33,0.0,8.0,263.6213989257812,0.0,1.0,0.0,Car-Dependent,2,Not Transitable,0,Not Bikeable,0
90631,2423 VISTA RD  LA HABRA HEIGHTS CA  90631,653000.0,2046,1,4,3,1959,20178267021008,2016-07-20,LA HABRA HEIGHTS,house,no,"(33.948765950000002, -117.92605875)",0.6409668973256032,0.5847671591546661,0.46,5.0,5.0,166.0536193847656,3.0,6.0,0.0,Car-Dependent,8,Not Transitable,0,Not Bikeable,0
91748,1734 LOS PADRES DR  ROWLAND HEIGHTS CA  91748,560000.0,1658,1,5,3,1973,20178253005029,2016-07-21,unincorporated,house,no,"(33.986783420000002, -117.89883521)",0.5084783413550537,0.6368011847463902,0.28,11.0,6.0,144.8401947021484,12.0,3.0,0.0,Very Walkable,80,Not Transitable,0,Not Bikeable,0
91748,18504 LOS MACHOS DR  LA PUENTE CA  91748,665000.0,2216,1,5,4,1981,20178253006033,2016-07-26,unincorporated,house,no,"(33.98594671, -117.90028158)",0.5084783413550537,0.6368011847463902,0.33,10.0,6.0,145.1314544677734,12.0,3.0,0.0,Very Walkable,78,Not Transitable,0,Not Bikeable,0
91748,2102 SIERRA LEONE AVE  ROWLAND HEIGHTS CA  91748,484800.0,1219,1,3,3,1961,20178253008028,2016-07-01,unincorporated,house,no,"(33.982238170000002, -117.89887086)",0.5084783413550537,0.6368011847463902,0.2,12.0,6.0,152.5290832519531,11.0,4.0,0.0,Very Walkable,72,Not Transitable,0,Not Bikeable,0
91748,18635 BELLORITA ST  ROWLAND HEIGHTS CA  91748,374611.0,1040,1,3,2,1960,20178253018006,2016-07-15,unincorporated,house,no,"(33.977879229999999, -117.89816836)",0.5084783413550537,0.6368011847463902,0.24,11.0,8.0,161.2271728515625,9.0,4.0,0.0,Car-Dependent,41,Not Transitable,0,Not Bikeable,0
91748,18603 MESCAL ST  ROWLAND HEIGHTS CA  91748,485000.0,1329,1,3,2,1962,20178253019001,2016-07-26,unincorporated,house,yes,"(33.977041899999996, -117.89904341)",0.5084783413550537,0.6368011847463902,0.25,10.0,8.0,161.9806671142578,9.0,4.0,0.0,Car-Dependent,36,Not Transitable,0,Not Bikeable,0
91748,18635 LA GUARDIA ST  ROWLAND HEIGHTS CA  91748,559000.0,1887,1,5,3,1969,20178258001006,2016-07-15,unincorporated,house,no,"(33.97645722, -117.89787656)",0.5084783413550537,0.6368011847463902,0.32,10.0,8.0,164.8192596435547,9.0,4.0,0.0,Car-Dependent,36,Not Transitable,0,Not Bikeable,0
91748,2503 SIERRA LEONE AVE  ROWLAND HEIGHTS CA  91748,520000.0,1120,1,3,2,1960,20178258004025,2016-07-07,unincorporated,house,no,"(33.975230779999997, -117.89517884999999)",0.5084783413550537,0.6368011847463902,0.26,10.0,8.0,171.5199432373047,9.0,4.0,0.0,Car-Dependent,20,Not Transitable,0,Not Bikeable,0
91748,18602 MARIMBA ST  ROWLAND HEIGHTS CA  91748,450000.0,1420,1,3,2,1961,20178258004046,2016-07-26,unincorporated,house,no,"(33.974443430000001, -117.89867529)",0.5084783413550537,0.6368011847463902,0.21,10.0,8.0,167.5902709960938,9.0,4.0,0.0,Car-Dependent,29,Not Transitable,0,Not Bikeable,0
91748,2651 RECINTO AVE  ROWLAND HEIGHTS CA  91748,828000.0,2204,1,3,3,2009,20178258017028,2016-07-26,unincorporated,house,no,"(33.971212250000001, -117.90512792)",0.5084783413550537,0.6368011847463902,0.35,5.0,8.0,176.3105621337891,5.0,5.0,0.0,Car-Dependent,6,Not Transitable,0,Not Bikeable,0
91748,17411 SECO CT  ROWLAND HTS CA  91748,1090000.0,3940,1,3,3,1989,20178265005025,2016-07-08,unincorporated,house,no,"(33.97890211, -117.92596129999998)",0.5084783413550537,0.6368011847463902,0.97,1.0,4.0,210.4622802734375,1.0,7.0,0.0,Car-Dependent,15,Not Transitable,0,Not Bikeable,0
91748,17830 CONTADOR DR  ROWLAND HEIGHTS CA  91748,637474.0,2938,1,3,3,1987,20178265014029,2016-07-06,unincorporated,house,no,"(33.977859260000002, -117.91989913)",0.5084783413550537,0.6368011847463902,0.64,3.0,4.0,230.6549530029297,5.0,6.0,0.0,Car-Dependent,14,Not Transitable,0,Not Bikeable,0
91748,2523 ARTIGAS DR  ROWLAND HEIGHTS CA  91748,672000.0,2158,1,4,2,1972,20178265015033,2016-07-15,unincorporated,house,no,"(33.976297959999997, -117.92289199)",0.5084783413550537,0.6368011847463902,0.74,1.0,4.0,238.3045501708984,4.0,7.0,0.0,Car-Dependent,11,Not Transitable,0,Not Bikeable,0
91748,17824 CONTRA COSTA DR  ROWLAND HEIGHTS CA  91748,645000.0,2151,1,4,2,1970,20178265016008,2016-07-29,unincorporated,house,no,"(33.975926129999998, -117.91988737)",0.5084783413550537,0.6368011847463902,0.57,3.0,4.0,225.9747467041016,5.0,6.0,0.0,Car-Dependent,15,Not Transitable,0,Not Bikeable,0
91748,1822 VIA ENTRADA  ROWLAND HEIGHTS CA  91748,865000.0,3126,1,4,3,1980,20178265039026,2016-07-22,unincorporated,house,no,"(33.987359060000003, -117.91354275)",0.5084783413550537,0.6368011847463902,0.54,4.0,4.0,161.1418762207031,10.0,5.0,0.0,Car-Dependent,38,Not Transitable,0,Not Bikeable,0
91748,18047 CROSSHAVEN DR  ROWLAND HEIGHTS CA  91748,700000.0,2217,1,4,3,1985,20178265043031,2016-07-13,unincorporated,house,no,"(33.98424249, -117.91064152)",0.5084783413550537,0.6368011847463902,0.29,7.0,4.0,157.7202301025391,9.0,4.0,0.0,Somewhat Walkable,60,Not Transitable,0,Not Bikeable,0
91748,17749 LA PASAITA CT  ROWLAND HEIGHTS CA  91748,745000.0,2283,1,4,3,1986,20178265047019,2016-07-14,unincorporated,house,yes,"(33.987122550000002, -117.92006686000001)",0.5084783413550537,0.6368011847463902,0.87,2.0,4.0,166.6558074951172,9.0,5.0,0.0,Car-Dependent,49,Not Transitable,0,Not Bikeable,0
91748,2046 AVENIDA DEL CANADA  ROWLAND HEIGHTS CA  91748,719381.0,2650,1,4,3,1988,20178265049029,2016-07-07,unincorporated,house,no,"(33.98301944, -117.92032759)",0.5084783413550537,0.6368011847463902,0.84,3.0,4.0,210.09246826171884,9.0,6.0,0.0,Car-Dependent,27,Not Transitable,0,Not Bikeable,0
91748,2040 RIO BONITO DR  ROWLAND HEIGHTS CA  91748,735000.0,2016,1,4,2,1980,20178265052036,2016-07-20,unincorporated,house,yes,"(33.982620939999997, -117.92245938000001)",0.5084783413550537,0.6368011847463902,0.96,3.0,4.0,216.8697967529297,4.0,7.0,0.0,Car-Dependent,30,Not Transitable,0,Not Bikeable,0
91748,17528 MONDINO DR  ROWLAND HEIGHTS CA  91748,1088000.0,3410,1,4,4,1990,20178265054056,2016-07-18,unincorporated,house,yes,"(33.986797840000001, -117.92389836)",0.5084783413550537,0.6368011847463902,0.97,1.0,9.0,168.7316436767578,6.0,6.0,0.0,Somewhat Walkable,52,Not Transitable,0,Not Bikeable,0
91748,18515 MARIMBA ST  ROWLAND HEIGHTS CA  91748,252889.0,1423,1,4,2,1965,20178268004038,2016-07-22,unincorporated,house,no,"(33.974646710000002, -117.90124408)",0.5084783413550537,0.6368011847463902,0.32,9.0,8.0,165.9778289794922,9.0,4.0,0.0,Car-Dependent,29,Not Transitable,0,Not Bikeable,0
91748,18314 SUBIDO ST  ROWLAND HEIGHTS CA  91748,233718.0,1616,1,4,2,1962,20178268011123,2016-07-29,unincorporated,house,no,"(33.97492304, -117.90604217000001)",0.5084783413550537,0.6368011847463902,0.35,6.0,4.0,163.8690795898438,9.0,5.0,0.0,Car-Dependent,36,Not Transitable,0,Not Bikeable,0
91748,2202 FELICIA AVE  ROWLAND HEIGHTS CA  91748,117634.0,1171,1,3,2,1960,20178268013025,2016-07-11,unincorporated,house,no,"(33.979757489999997, -117.90566812)",0.5084783413550537,0.6368011847463902,0.15,9.0,4.0,156.0903167724609,9.0,5.0,0.0,Somewhat Walkable,55,Not Transitable,0,Not Bikeable,0
91748,2722 CARLTON PL  ROWLAND HEIGHTS CA  91748,1018797.0,4072,1,5,5,1996,20178269005042,2016-07-21,unincorporated,house,yes,"(33.967458100000002, -117.88331572)",0.5084783413550537,0.6368011847463902,0.84,1.0,8.0,255.2300720214844,0.0,2.0,0.0,Car-Dependent,5,Not Transitable,0,Not Bikeable,0
91748,2912 BLANDFORD DR  ROWLAND HEIGHTS CA  91748,523000.0,1240,1,3,2,1972,20178269020018,2016-07-08,unincorporated,house,yes,"(33.968546170000003, -117.89438939)",0.5084783413550537,0.6368011847463902,0.27,3.0,8.0,198.1722412109375,0.0,4.0,0.0,Car-Dependent,13,Not Transitable,0,Not Bikeable,0
91748,18806 PEN ST  ROWLAND HEIGHTS CA  91748,549243.0,1480,1,3,2,1972,20178269021014,2016-07-01,unincorporated,house,no,"(33.966767600000004, -117.89270011000001)",0.5084783413550537,0.6368011847463902,0.42,1.0,8.0,214.10137939453116,0.0,3.0,0.0,Car-Dependent,12,Not Transitable,0,Not Bikeable,0
91748,2937 BLANDFORD DR  ROWLAND HEIGHTS CA  91748,121223.0,1828,1,4,3,1977,20178269025030,2016-07-13,unincorporated,house,no,"(33.967846880000003, -117.89478997000001)",0.5084783413550537,0.6368011847463902,0.3,3.0,8.0,202.2831115722656,0.0,4.0,0.0,Car-Dependent,12,Not Transitable,0,Not Bikeable,0
91748,3013 BLANDFORD DR  ROWLAND HEIGHTS CA  91748,522000.0,1823,1,4,2,1980,20178269025035,2016-07-20,unincorporated,house,no,"(33.967025229999997, -117.89458144)",0.5084783413550537,0.6368011847463902,0.35,2.0,8.0,208.0801544189453,0.0,4.0,0.0,Car-Dependent,13,Not Transitable,0,Not Bikeable,0
91748,3069 BLANDFORD DR  ROWLAND HEIGHTS CA  91748,269845.0,1658,1,3,2,1975,20178269026041,2016-07-29,unincorporated,house,no,"(33.965147899999998, -117.89429723000001)",0.5084783413550537,0.6368011847463902,0.48,1.0,8.0,239.17218017578116,0.0,4.0,0.0,Car-Dependent,11,Not Transitable,0,Not Bikeable,0
91748,2437 BRISA LN  ROWLAND HEIGHTS CA  91748,391692.0,2363,1,4,2,1991,20178269043023,2016-07-11,unincorporated,house,no,"(33.973245210000002, -117.87498866)",0.5084783413550537,0.6368011847463902,0.68,3.0,6.0,218.2599945068359,5.0,1.0,0.0,Car-Dependent,2,Not Transitable,0,Not Bikeable,0
91748,2435 JOEL DR  ROWLAND HEIGHTS CA  91748,930000.0,2992,1,5,3,1988,20178269052026,2016-07-29,unincorporated,house,yes,"(33.97358629, -117.86642277)",0.5084783413550537,0.6368011847463902,0.89,1.0,6.0,239.8025360107422,2.0,3.0,0.0,Car-Dependent,3,Not Transitable,0,Not Bikeable,0
91748,19984 CAROLYN PL  ROWLAND HEIGHTS CA  91748,455072.0,2679,1,4,3,1988,20178269056035,2016-07-11,unincorporated,house,yes,"(33.970443150000001, -117.86863578000001)",0.5084783413550537,0.6368011847463902,0.99,1.0,6.0,294.2831115722656,1.0,2.0,0.0,Car-Dependent,0,Not Transitable,0,Not Bikeable,0
91748,19008 HERB CT  ROWLAND HEIGHTS CA  91748,543432.0,2891,1,4,3,1997,20178269059079,2016-07-20,unincorporated,house,no,"(33.973361560000001, -117.88819037)",0.5084783413550537,0.6368011847463902,0.52,8.0,8.0,208.2789306640625,9.0,2.0,0.0,Car-Dependent,16,Not Transitable,0,Not Bikeable,0
91748,2386 ROUTH DR  ROWLAND HEIGHTS CA  91748,1175132.0,3433,1,4,3,1997,20178269060138,2016-07-22,unincorporated,house,no,"(33.972059289999997, -117.88620397)",0.5084783413550537,0.6368011847463902,0.62,6.0,8.0,220.1712188720703,7.0,2.0,0.0,Car-Dependent,9,Not Transitable,0,Not Bikeable,0
91748,18303 KARA PL  ROWLAND HEIGHTS CA  91748,785000.0,2692,1,4,3,1990,20178269061007,2016-07-06,unincorporated,pud,no,"(33.968154669999997, -117.90617281999999)",0.5084783413550537,0.6368011847463902,0.4,4.0,8.0,197.8914031982422,0.0,5.0,0.0,Car-Dependent,3,Not Transitable,0,Not Bikeable,0
91748,18448 DANCY ST  ROWLAND HEIGHTS CA  91748,563528.0,2394,1,5,3,1989,20178269062038,2016-07-15,unincorporated,house,no,"(33.967340669999999, -117.90163683999999)",0.5084783413550537,0.6368011847463902,0.41,3.0,8.0,202.4452209472656,0.0,4.0,0.0,Car-Dependent,4,Not Transitable,0,Not Bikeable,0
91748,18611 KLUM PL  ROWLAND HEIGHTS CA  91748,760000.0,2229,1,4,3,1990,20178269063004,2016-07-13,unincorporated,pud,no,"(33.969669740000001, -117.89809509)",0.5084783413550537,0.6368011847463902,0.16,5.0,8.0,207.01385498046884,0.0,4.0,0.0,Car-Dependent,9,Not Transitable,0,Not Bikeable,0
91748,18805 ASHLEY PL  ROWLAND HEIGHTS CA  91748,507848.0,2598,1,4,3,1995,20178269072020,2016-07-18,unincorporated,house,no,"(33.973141609999999, -117.89189752999999)",0.5084783413550537,0.6368011847463902,0.31,8.0,8.0,199.3917694091797,9.0,2.0,0.0,Car-Dependent,8,Not Transitable,0,Not Bikeable,0
91748,3613 ASHBY CT  ROWLAND HEIGHTS CA  91748,1328000.0,2832,1,6,3,1994,20178269073032,2016-07-06,unincorporated,house,yes,"(33.956844750000002, -117.91324563000001)",0.5084783413550537,0.6368011847463902,1.07,0.0,8.0,317.7033386230469,0.0,5.0,0.0,Car-Dependent,6,Not Transitable,0,Not Bikeable,0
91748,18536 VANTAGE POINTE DR  ROWLAND HEIGHTS CA  91748,1100000.0,3551,1,6,5,1995,20178269076053,2016-07-15,unincorporated,house,no,"(33.960951360000003, -117.90507759)",0.5084783413550537,0.6368011847463902,0.86,2.0,8.0,367.761474609375,0.0,4.0,0.0,Car-Dependent,6,Not Transitable,0,Not Bikeable,0
91748,18535 WALDORF PL  ROWLAND HEIGHTS CA  91748,867793.0,2665,1,4,3,1998,20178269078024,2016-07-20,unincorporated,house,no,"(33.959560449999998, -117.90552056999999)",0.5084783413550537,0.6368011847463902,0.94,2.0,8.0,368.9441833496094,0.0,5.0,0.0,Car-Dependent,7,Not Transitable,0,Not Bikeable,0
91748,"18112 COLIMA RD, NO 2  ROWLAND HEIGHTS CA  91748",180266.0,836,1,2,1,1971,20178270016059,2016-07-08,unincorporated,condo,no,"(33.988325089999996, -117.90928671)",0.5084783413550537,0.6368011847463902,0.42,7.0,4.0,149.3470764160156,13.0,4.0,0.0,Very Walkable,74,Not Transitable,0,Not Bikeable,0
91748,"18124 COLIMA RD, NO 3  ROWLAND HEIGHTS CA  91748",270000.0,836,1,2,1,1971,20178270016068,2016-07-28,unincorporated,condo,no,"(33.988301180000001, -117.90890136)",0.5084783413550537,0.6368011847463902,0.41,7.0,4.0,150.5371398925781,12.0,4.0,0.0,Very Walkable,74,Not Transitable,0,Not Bikeable,0
91748,"18103 CAMINO BELLO, NO 1  ROWLAND HEIGHTS CA  91748",219300.0,758,1,2,1,1970,20178270018089,2016-07-01,unincorporated,condo,no,"(33.987142370000001, -117.90816359999999)",0.5084783413550537,0.6368011847463902,0.32,7.0,4.0,151.0457611083984,12.0,3.0,0.0,Very Walkable,73,Not Transitable,0,Not Bikeable,0
91748,"18130 CAMINO BELLO, UNIT 3  ROWLAND HEIGHTS CA  91748",272000.0,836,1,2,1,1970,20178270019081,2016-07-20,unincorporated,condo,no,"(33.986593319999997, -117.90844729)",0.5084783413550537,0.6368011847463902,0.3,7.0,4.0,148.8645782470703,12.0,3.0,0.0,Very Walkable,73,Not Transitable,0,Not Bikeable,0
91748,2062 NOWELL AVE  ROWLAND HEIGHTS CA  91748,430000.0,1208,1,3,2,1967,20178272026014,2016-07-08,unincorporated,house,no,"(33.980353749999999, -117.88898851)",0.5084783413550537,0.6368011847463902,0.17,11.0,7.0,160.9564514160156,14.0,2.0,0.0,Car-Dependent,49,Not Transitable,0,Not Bikeable,0
91748,19119 KILLIAN AVE  ROWLAND HEIGHTS CA  91748,136578.0,1380,1,3,2,1979,20178272031030,2016-07-13,unincorporated,house,no,"(33.982327959999999, -117.88650200000001)",0.5084783413550537,0.6368011847463902,0.03,10.0,7.0,159.3577270507812,14.0,2.0,0.0,Somewhat Walkable,51,Not Transitable,0,Not Bikeable,0
91748,19359 ANDRADA DR  ROWLAND HEIGHTS CA  91748,600000.0,1602,1,5,2,1966,20178276005022,2016-07-21,unincorporated,house,no,"(33.985590170000002, -117.88048458)",0.5084783413550537,0.6368011847463902,0.18,12.0,6.0,168.2694091796875,10.0,1.0,0.0,Somewhat Walkable,58,Not Transitable,0,Not Bikeable,0
91748,19301 TEMRE LN  ROWLAND HEIGHTS CA  91748,279722.0,1120,1,3,2,1976,20178276005043,2016-07-15,unincorporated,house,no,"(33.985989879999998, -117.88010267)",0.5084783413550537,0.6368011847463902,0.18,12.0,6.0,166.2032623291016,10.0,1.0,0.0,Somewhat Walkable,58,Not Transitable,0,Not Bikeable,0
91748,1757 BANIDA AVE  ROWLAND HEIGHTS CA  91748,590000.0,1602,1,5,2,1966,20178276006009,2016-07-15,unincorporated,house,yes,"(33.985376510000002, -117.88196888)",0.5084783413550537,0.6368011847463902,0.17,12.0,8.0,167.7761688232422,10.0,1.0,0.0,Somewhat Walkable,62,Not Transitable,0,Not Bikeable,0
91748,1802 VALENCIA ST  ROWLAND HEIGHTS CA  91748,577000.0,1588,1,4,2,1966,20178276006059,2016-07-21,unincorporated,house,no,"(33.985657869999997, -117.88481012)",0.5084783413550537,0.6368011847463902,0.21,12.0,8.0,158.2752990722656,15.0,2.0,0.0,Very Walkable,74,Not Transitable,0,Not Bikeable,0
91748,1978 CAMWOOD AVE  ROWLAND HEIGHTS CA  91748,520000.0,1330,1,3,2,1965,20178276011006,2016-07-14,unincorporated,house,yes,"(33.982111600000003, -117.87883293)",0.5084783413550537,0.6368011847463902,0.12,11.0,6.0,171.3262939453125,9.0,1.0,0.0,Car-Dependent,32,Not Transitable,0,Not Bikeable,0
91748,2125 CAMWOOD AVE  ROWLAND HEIGHTS CA  91748,85807.0,1933,1,4,2,1965,20178276015016,2016-07-14,unincorporated,house,no,"(33.978411719999997, -117.88050721)",0.5084783413550537,0.6368011847463902,0.37,7.0,8.0,181.7702484130859,8.0,1.0,0.0,Car-Dependent,14,Not Transitable,0,Not Bikeable,0
91748,2221 ANNADEL AVE  ROWLAND HEIGHTS CA  91748,580000.0,1528,1,4,2,1974,20178276017025,2016-07-11,unincorporated,house,no,"(33.978367749999997, -117.87960634)",0.5084783413550537,0.6368011847463902,0.35,7.0,6.0,183.72821044921884,8.0,1.0,0.0,Car-Dependent,13,Not Transitable,0,Not Bikeable,0
91748,19500 SHELYN DR  ROWLAND HEIGHTS CA  91748,781290.0,2369,1,3,3,1985,20178276023009,2016-07-11,unincorporated,house,yes,"(33.979561600000004, -117.87478459999998)",0.5084783413550537,0.6368011847463902,0.26,8.0,6.0,183.2227325439453,8.0,1.0,0.0,Car-Dependent,23,Not Transitable,0,Not Bikeable,0
91748,19641 CARRETA DR  LA PUENTE CA  91748,379760.0,1178,1,3,2,1973,20178276027018,2016-07-20,unincorporated,house,no,"(33.98532032, -117.87394286999999)",0.5084783413550537,0.6368011847463902,0.25,10.0,6.0,169.6356506347656,9.0,1.0,0.0,Somewhat Walkable,61,Not Transitable,0,Not Bikeable,0
91748,19629 PILARIO ST  ROWLAND HEIGHTS CA  91748,317022.0,1178,1,3,2,1974,20178276027027,2016-07-14,unincorporated,house,no,"(33.984516910000004, -117.87421501)",0.5084783413550537,0.6368011847463902,0.2,9.0,6.0,171.0026550292969,9.0,1.0,0.0,Somewhat Walkable,54,Not Transitable,0,Not Bikeable,0
91748,2108 CALMETTE AVE  ROWLAND HEIGHTS CA  91748,545000.0,1386,1,3,2,1974,20178276028039,2016-07-01,unincorporated,house,no,"(33.980709730000001, -117.87820685)",0.5084783413550537,0.6368011847463902,0.16,10.0,6.0,173.9121551513672,9.0,1.0,0.0,Car-Dependent,31,Not Transitable,0,Not Bikeable,0
91748,2202 ARCDALE AVE  ROWLAND HEIGHTS CA  91748,675000.0,2344,1,4,3,1981,20178276033009,2016-07-26,unincorporated,house,yes,"(33.978726090000002, -117.87709778)",0.5084783413550537,0.6368011847463902,0.29,6.0,6.0,181.6284942626953,8.0,1.0,0.0,Car-Dependent,16,Not Transitable,0,Not Bikeable,0
91789,20128 PORTSIDE DR  WALNUT CA  91789,433986.0,2796,1,4,3,1987,20178269009021,2016-07-26,unincorporated,house,yes,"(33.969989769999998, -117.8635115)",0.5430443394788969,0.8239372238305653,1.18,0.0,6.0,308.1899719238281,1.0,3.0,0.0,Car-Dependent,0,Not Transitable,0,Not Bikeable,0
91789,2453 NOBLE CANYON RD  WALNUT CA  91789,974032.0,2458,1,3,3,1967,20178269017027,2016-07-12,unincorporated,house,yes,"(33.97603222, -117.86209017)",0.5430443394788969,0.8239372238305653,0.98,1.0,6.0,275.39907836914057,2.0,4.0,0.0,Car-Dependent,8,Not Transitable,0,Not Bikeable,0
91765,20561 E OAK MEADOW LN  DIAMOND BAR CA  91765,920948.0,2718,1,5,3,1997,20178269097007,2016-07-06,DIAMOND BAR,pud,no,"(33.96781919, -117.85400955)",0.5525053304904051,0.7593283582089553,0.75,1.0,8.0,227.3220520019531,0.0,3.0,0.0,Car-Dependent,12,Not Transitable,0,Not Bikeable,0
91765,597 PINTO MESA DR  DIAMOND BAR CA  91765,569450.0,1908,1,3,3,1967,20178281004005,2016-07-21,DIAMOND BAR,house,no,"(34.020336489999998, -117.79384026)",0.5525053304904051,0.7593283582089553,0.51,7.0,7.0,311.5779724121094,3.0,5.0,0.0,Car-Dependent,7,Not Transitable,0,Not Bikeable,0
91765,24133 AFAMADO LN  DIAMOND BAR CA  91765,610975.0,1860,1,4,3,1965,20178281005028,2016-07-19,DIAMOND BAR,house,no,"(34.021056569999999, -117.79729048)",0.5525053304904051,0.7593283582089553,0.33,8.0,7.0,277.40829467773443,3.0,6.0,0.0,Car-Dependent,14,Not Transitable,0,Not Bikeable,0
91765,23845 CHINOOK PL  DIAMOND BAR CA  91765,480184.0,3166,1,4,3,1980,20178281012047,2016-07-29,DIAMOND BAR,house,no,"(34.022231390000002, -117.80216271)",0.5525053304904051,0.7593283582089553,0.2,8.0,7.0,255.1786651611328,3.0,5.0,0.0,Car-Dependent,45,Not Transitable,0,Not Bikeable,0
91765,220 BENICIA RD  DIAMOND BAR CA  91765,510435.0,1792,1,3,2,1962,20178281015007,2016-07-25,DIAMOND BAR,house,no,"(34.023872220000001, -117.80632995000001)",0.5525053304904051,0.7593283582089553,0.19,8.0,7.0,227.2304840087891,3.0,4.0,0.0,Car-Dependent,43,Not Transitable,0,Not Bikeable,0
91765,23834 PROSPECT VALLEY DR  DIAMOND BAR CA  91765,450000.0,1620,1,3,2,1961,20178281017011,2016-07-08,DIAMOND BAR,house,no,"(34.02446836, -117.80327031)",0.5525053304904051,0.7593283582089553,0.15,8.0,7.0,232.4833526611328,3.0,4.0,0.0,Car-Dependent,34,Not Transitable,0,Not Bikeable,0
91765,323 S DEL SOL LN  DIAMOND BAR CA  91765,550000.0,1615,1,3,2,1968,20178281018049,2016-07-07,DIAMOND BAR,house,no,"(34.02390261, -117.79840572000001)",0.5525053304904051,0.7593283582089553,0.15,7.0,7.0,264.68283081054693,3.0,6.0,0.0,Car-Dependent,10,Not Transitable,0,Not Bikeable,0
91765,467 S DEL SOL LN  DIAMOND BAR CA  91765,444913.0,1668,1,3,2,1969,20178281019066,2016-07-12,DIAMOND BAR,house,no,"(34.023295480000002, -117.79499314)",0.5525053304904051,0.7593283582089553,0.35,6.0,7.0,288.9766235351562,3.0,5.0,0.0,Car-Dependent,11,Not Transitable,0,Not Bikeable,0
91765,419 CARPIO DR  DIAMOND BAR CA  91765,111438.0,1649,1,4,2,1966,20178281021029,2016-07-21,DIAMOND BAR,house,yes,"(34.024293389999997, -117.79529999)",0.5525053304904051,0.7593283582089553,0.32,7.0,7.0,280.60372924804693,3.0,5.0,0.0,Car-Dependent,11,Not Transitable,0,Not Bikeable,0
91765,"23617 GOLDEN SPRINGS DR, NO K-9  DIAMOND BAR CA  91765",213078.0,768,1,1,1,1975,20178281028157,2016-07-28,DIAMOND BAR,condo,no,"(34.02201298, -117.80673942)",0.5525053304904051,0.7593283582089553,0.17,8.0,7.0,232.6848602294922,3.0,5.0,0.0,Car-Dependent,47,Not Transitable,0,Not Bikeable,0
91765,24432 PIKES CT  DIAMOND BAR CA  91765,226061.0,1499,1,4,3,1987,20178281033077,2016-07-18,DIAMOND BAR,house,no,"(34.024155919999998, -117.78881344)",0.5525053304904051,0.7593283582089553,0.69,4.0,7.0,317.4754028320312,1.0,4.0,0.0,Car-Dependent,6,Not Transitable,0,Not Bikeable,0
91765,603 FOXHAVEN PL  DIAMOND BAR CA  91765,378220.0,2107,1,3,4,1990,20178281037083,2016-07-01,DIAMOND BAR,house,yes,"(34.018941580000003, -117.78766235000001)",0.5525053304904051,0.7593283582089553,0.73,4.0,10.0,359.7169799804688,1.0,4.0,0.0,Car-Dependent,10,Not Transitable,0,Not Bikeable,0
